Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target,dpt_1,dpt_2,dpt_3,dpt_4,dpt_5,dpt_6,dpt_7,dpt_8,dpt_9,dpt_10,dpt_11,dpt_12,dpt_13,dpt_14,dpt_15,dpt_16,dpt_17,dpt_18,dpt_19,dpt_20,dpt_21,dpt_22,dpt_23,dpt_24,dpt_25,dpt_26,dpt_27,dpt_28,dpt_29,dpt_30,dpt_31,dpt_32,dpt_33,dpt_34,dpt_35,dpt_36
image174,124.188232421875,132.95628356933594,12.775970458984375,12.018798828125,0.04694843292236328,0.049906134605407715,0.0484498587465367,0.1,0.1,0.1,10.9835615,0.16041441,2.2637381553649902,8.198694,10.193789,10.186518,10.022146,9.628628,7.883956,9.592368,10.465753,10.445692,10.387304,10.298151,10.232836,10.261887,10.631057,10.583839,10.522036,10.455279,10.325946,10.576319,10.785471,10.720448,10.65125,10.593054,10.503501,10.73049,10.926373,10.879092,10.809325,10.738091,10.69443,10.622192,10.901553,10.964887,10.894761,10.8305235,10.533695
image1740,123.95120239257812,132.8463592529297,11.59588623046875,9.851837158203125,0.03848373889923096,0.045296430587768555,0.042028352237844846,0.1,0.1,0.1,14.295585,0.201177,2.7652366161346436,13.71286,14.018733,14.032506,13.971985,13.935213,13.303757,13.934449,14.095991,14.114816,14.103189,14.074661,14.037399,13.98689,14.108631,14.126379,14.1164665,14.115682,14.092232,14.036141,14.155443,14.175053,14.153989,14.156063,14.147257,14.01973,14.18761,14.243574,14.236824,14.225816,14.205539,13.882674,14.179321,14.274706,14.288215,14.267693,14.189464
image1745,117.25584411621094,132.82177734375,15.200469970703125,12.47833251953125,0.048743486404418945,0.05937683582305908,0.05432097246559695,0.1,0.1,0.1,16.792131,0.23896879,2.2990427017211914,13.381191,15.84316,16.34824,16.118479,15.220899,12.259329,13.99085,16.570309,16.598724,16.479778,16.271767,16.17271,16.04318,16.70954,16.65963,16.602856,16.403057,16.081898,16.547256,16.772518,16.700106,16.668299,16.501036,16.16842,16.117344,16.785877,16.779186,16.735828,16.592127,15.8343935,16.021881,16.210724,16.710758,16.707876,16.501616,15.097
image1747,127.93313598632812,132.79527282714844,20.195526123046875,18.1044921875,0.07072067260742188,0.07888877391815186,0.07491612705003985,0.1,0.1,0.1,17.757193,0.2509275,1.4366071224212646,13.060145,16.95321,17.263067,17.245935,17.080223,16.93405,17.08641,17.307615,17.367355,17.311329,17.210014,17.133873,17.386856,17.437496,17.470657,17.436789,17.404778,17.2493,17.601133,17.488085,17.529026,17.537611,17.536182,17.426998,17.746159,17.559425,17.588371,17.615492,17.634386,17.569685,17.664566,17.681274,17.684078,17.709898,17.743057,17.543467
image1749,76.8834228515625,132.59910583496094,72.16751098632812,63.302886962890625,0.2472769021987915,0.28190433979034424,0.26515648507406014,0.1,0.1,0.1,30.650251,0.58265084,0.46332383155822754,22.728558,20.611736,23.99812,25.204563,13.66452,10.816953,24.266956,25.790993,25.796623,26.029795,24.069666,11.708232,26.840652,26.902061,26.893688,26.772236,25.243862,13.417961,27.18614,27.888826,27.863556,27.578876,26.591099,23.944996,28.169874,28.825947,28.804743,28.420698,27.289196,14.7925415,29.248125,29.746572,29.828726,20.303732,18.484844,16.412971
image1750,94.61007690429688,132.7854766845703,21.218948364257812,18.478363037109375,0.0721811056137085,0.08288651704788208,0.07771835920793164,0.1,0.1,0.1,20.91223,0.3565006,1.6157808303833008,18.448498,17.922064,18.090393,17.642872,16.17543,15.3071785,19.22085,18.94612,18.487078,18.026491,17.511967,15.7635765,19.678097,19.273804,18.861172,18.396986,17.882313,17.019007,19.961796,19.62558,19.230234,18.755823,18.264898,17.61308,20.256521,19.924004,19.534824,19.030464,18.496456,16.89891,20.585123,20.163784,19.79998,18.98873,17.811646,17.195723
image1751,33.615501403808594,132.77499389648438,48.69892883300781,37.668548583984375,0.14714276790618896,0.19023019075393677,0.17005663706743962,0.1,0.1,0.1,34.409996,0.807904,0.7701066732406616,29.909384,28.183367,31.006935,30.56874,30.038229,21.240818,32.24329,31.742136,31.543503,31.277313,30.340652,23.152985,32.755318,32.385292,32.14052,31.831125,30.624796,29.883345,33.28653,32.91775,32.58836,32.108803,30.977795,29.589233,33.594852,33.493607,33.13807,32.55788,31.489492,29.866783,32.950745,34.01699,33.68253,33.279114,25.271948,24.161789
image1752,143.23651123046875,132.8383331298828,23.7236328125,22.253509521484375,0.08692777156829834,0.09267044067382812,0.08984499998472856,0.1,0.1,0.1,28.22778,0.47952774,1.3276770114898682,20.773533,27.066061,27.345549,27.33289,27.252563,22.565556,24.277567,27.203941,27.41842,27.53838,27.4544,25.545547,27.222279,27.73823,27.986193,28.051619,27.928114,27.652544,27.560722,27.702774,27.895344,27.986378,27.959442,27.733984,26.543354,27.690474,27.88365,27.983662,28.011345,27.883703,24.60616,27.782043,27.96812,28.087326,28.110401,25.60128
image1753,120.97251892089844,132.69705200195312,19.589447021484375,16.26123046875,0.06352043151855469,0.07652127742767334,0.07032194223521682,0.1,0.1,0.1,20.250645,0.26915184,1.6898967027664185,17.561964,19.824745,19.900707,19.673477,18.683016,13.998617,19.72293,19.910503,20.007462,20.020527,19.940727,20.049957,19.826,20.01787,20.0923,20.143536,20.11358,19.957829,20.009064,20.087225,20.150133,20.18198,20.17451,20.026066,20.095093,20.14555,20.1867,20.191002,20.172302,20.062757,19.417467,20.188055,20.251642,20.232485,20.214714,20.07578
image1755,115.25373840332031,132.7889404296875,18.959259033203125,16.11144256591797,0.06293532252311707,0.07405960559844971,0.06872292194925464,0.1,0.1,0.1,25.456236,0.36999762,1.7319291830062866,20.107061,25.0003,24.958145,24.765036,24.15289,18.165813,23.743294,25.215631,25.232893,25.125626,24.93221,25.17164,25.182785,25.345745,25.400833,25.340565,25.188057,25.00973,25.278885,25.41954,25.449057,25.370716,25.256853,25.040848,25.290583,25.448494,25.417849,25.330088,25.22505,25.099623,23.634403,25.364017,25.396048,25.293726,25.195112,23.940594
image1756,6.760618686676025,122.58717346191406,12.831988334655762,86.1136474609375,0.3363814353942871,0.05012495443224907,0.2404838675823765,0.1,0.1,0.1,45.445984,0.91547096,0.2959091067314148,35.314163,35.079147,34.84784,34.63448,34.421677,34.19092,37.32938,37.142723,36.11277,35.70288,35.499363,35.302414,39.244495,38.92296,38.773315,37.34251,36.745132,36.511932,41.472343,41.178577,40.89006,40.79937,38.393417,37.761894,43.296738,42.99883,42.75867,42.500816,42.38466,39.20859,44.945515,44.661724,44.3604,44.06946,43.79043,43.214962
image1757,93.59591674804688,126.42843627929688,108.350341796875,117.71377563476562,0.4598194360733032,0.42324352264404297,0.4419100549042243,0.1,0.1,0.1,28.069893,0.9790969,0.20031416416168213,18.649313,18.606459,18.238005,17.790806,17.207766,6.357136,21.148155,20.79408,20.35197,19.997128,19.489037,19.930668,23.550714,23.010273,22.482555,22.10387,21.611973,21.237074,25.840485,25.211195,24.557371,24.100872,23.636864,23.189957,27.742817,27.316826,26.788052,26.232994,25.631308,24.897123,26.560118,26.03699,25.33877,24.696682,23.987265,11.075477
image1758,140.43499755859375,132.31314086914062,13.27008056640625,11.381889343261719,0.04446050524711609,0.051836252212524414,0.048289406551899554,0.1,0.1,0.1,16.403893,0.25600344,2.675527334213257,12.931807,13.4606285,14.809455,15.246709,15.262889,14.464927,13.483244,15.252278,15.477346,15.59956,15.70688,15.365856,14.530729,15.457801,15.654051,15.7869215,15.903685,15.768386,14.65505,15.662104,15.83788,15.977469,16.121239,15.99852,14.623331,15.754761,15.974294,16.147387,16.220715,16.067122,15.075444,15.555935,16.06225,16.204233,16.210108,16.285173
image1759,127.50117492675781,132.74484252929688,11.331207275390625,11.73907470703125,0.04585576057434082,0.04426252841949463,0.04506618577125115,0.1,0.1,0.1,16.23453,0.23914562,2.237492561340332,13.942301,15.42575,15.411073,15.417722,15.410436,14.820445,15.7127,15.691286,15.637606,15.619318,15.600024,15.534448,15.890982,15.816107,15.777798,15.749499,15.746281,15.694298,15.960537,15.954081,15.8972225,15.866482,15.886122,15.847815,16.072191,16.09907,16.046988,16.02374,16.051353,16.005255,16.131035,16.219057,16.18446,16.168547,16.183334,16.077763
image176,129.5000762939453,132.75559997558594,10.764404296875,9.676971435546875,0.03780066967010498,0.04204845428466797,0.03998101508990365,0.1,0.1,0.1,15.913362,0.23281375,2.6137642860412598,15.326701,15.51894,15.588554,15.551486,15.535138,15.588387,15.546963,15.621815,15.650086,15.655882,15.662238,15.699023,15.603241,15.656145,15.681626,15.689575,15.708455,15.741061,15.686704,15.738764,15.742958,15.744251,15.764808,15.787058,15.778329,15.841934,15.845485,15.842847,15.8485,15.829113,15.807981,15.88809,15.908109,15.904558,15.892916,15.835138
image1760,225.51455688476562,132.84222412109375,38.80377197265625,30.113983154296875,0.11763274669647217,0.15157723426818848,0.13567077991179544,0.1,0.1,0.1,33.831226,0.7288219,0.9899810552597046,25.058779,29.174728,29.891268,30.530134,30.5815,31.538967,27.177513,29.590466,30.437374,31.073063,31.640085,32.23793,29.088673,29.977966,30.859177,31.493633,32.09721,32.680397,29.26875,30.306723,31.152237,31.815115,32.455116,33.03715,29.723686,30.630692,31.402426,32.163315,32.799343,33.35528,27.214579,28.605837,31.524063,32.372402,33.01911,33.531704
image1762,129.04669189453125,132.7962646484375,27.937896728515625,34.25279998779297,0.13379999995231628,0.10913240909576416,0.122090791426473,0.1,0.1,0.1,32.579002,0.5531362,0.8193758726119995,30.70894,30.944069,30.918879,30.891747,30.881155,30.789433,31.399227,31.429214,31.399084,31.312256,31.300896,31.274431,31.886646,31.856806,31.754818,31.642193,31.64468,31.590174,32.12822,31.99123,31.905685,31.803501,31.807732,31.78662,32.35641,32.224392,32.15649,32.062412,32.03873,31.981274,32.479855,32.38533,32.321655,32.23881,32.181244,32.148544
image1763,104.24966430664062,132.49945068359375,10.941253662109375,10.829315185546875,0.04230201244354248,0.042739272117614746,0.04252120434510965,0.1,0.1,0.1,13.584525,0.3951148,2.1345272064208984,13.3586235,13.155791,12.9621725,12.783614,12.583543,12.3664,13.430039,13.2490635,13.050724,12.85554,12.657518,12.451502,13.44025,13.258814,13.053072,12.853109,12.708204,12.516091,13.493171,13.321236,13.117993,12.935421,12.7731,12.602089,13.548341,13.38519,13.195708,13.006506,12.8337345,12.641192,13.557887,13.368003,13.187838,13.005445,12.84686,12.684628
image1764,132.80416870117188,133.78492736816406,66.18072509765625,73.30987548828125,0.28636670112609863,0.2585184574127197,0.27279816745800956,0.1,0.1,0.1,38.506237,0.7026298,0.36279240250587463,19.854961,31.83268,32.350853,32.780724,33.097466,33.372665,32.852505,35.646076,35.853092,36.09636,36.30786,36.360085,37.121643,37.40009,37.62577,37.871338,38.0944,36.89836,36.302307,36.70234,36.905334,37.108788,37.253075,36.611916,27.82807,36.09607,36.321415,36.455032,36.552547,36.216484,31.304745,35.769207,36.054626,36.103905,36.11783,36.220203
image1766,139.5457000732422,132.74041748046875,29.137359619140625,24.287506103515625,0.09487307071685791,0.11381781101226807,0.10477450465373313,0.1,0.1,0.1,22.479359,0.34707355,1.1560611724853516,14.948595,15.061966,20.55194,20.614458,20.66969,17.117111,18.098953,20.454472,20.89447,21.113716,20.958931,18.018742,20.590252,21.15117,21.404488,21.418728,21.330032,20.888964,20.392334,21.18873,21.537552,21.643356,21.669832,21.668764,18.650854,21.228882,21.601498,21.804142,21.878231,21.878574,19.646637,21.269043,21.662125,21.90427,21.666965,21.89479
image1767,101.47547912597656,132.74014282226562,20.82000732421875,17.667877197265625,0.06901514530181885,0.08132815361022949,0.07542333475351064,0.1,0.1,0.1,23.231876,0.35868424,1.7850812673568726,18.960789,18.971413,22.683414,22.397747,16.955158,16.496672,19.564081,22.893604,22.74213,22.46344,22.293362,16.973516,23.149532,23.006056,22.949528,22.760212,22.393204,22.486767,23.100273,23.120266,23.114773,22.923979,22.540453,22.175777,21.850718,23.189333,23.211168,23.012869,22.56467,19.00206,21.668463,22.398993,23.181105,22.992556,20.797,19.37364
image1768,110.26144409179688,132.81922912597656,24.841064453125,22.437347412109375,0.08764588832855225,0.09703540802001953,0.09245991604612433,0.1,0.1,0.1,28.040087,0.43879464,1.3550364971160889,21.767023,27.21408,27.302574,27.445976,23.919079,20.71595,22.976444,27.483318,27.680365,27.533897,27.327694,26.39498,26.40674,27.626045,27.961773,28.051031,27.855625,27.276615,27.408394,27.691422,27.843563,27.798218,27.63481,27.36265,26.137466,27.737732,27.795685,27.669872,27.483952,25.817684,26.021923,27.67667,27.684767,27.53961,27.472958,24.78584
image1769,170.43374633789062,132.5033721923828,33.00872802734375,28.847442626953125,0.11268532276153564,0.12894034385681152,0.12108590801531005,0.1,0.1,0.1,36.072136,0.6179958,1.0583453178405762,21.702177,32.51152,34.063675,34.386925,34.3924,24.976469,22.30566,34.318596,34.829895,35.092476,34.805283,28.361925,34.82184,35.125336,35.60366,35.605064,35.247147,34.67141,34.778183,35.497093,36.015373,35.895683,35.53191,34.966763,25.239859,35.006866,35.627594,35.750084,35.45986,32.999237,26.153967,33.955246,35.011868,35.309917,35.183563,29.506868
image177,129.09710693359375,133.74700927734375,37.95233154296875,37.8106689453125,0.14769792556762695,0.14825129508972168,0.14797486900274653,0.1,0.1,0.1,28.237322,0.41729894,0.6817936897277832,15.972616,26.977825,26.871145,26.842552,26.80487,27.198847,27.972155,28.23436,28.143269,28.037262,27.837204,27.509665,27.771648,27.886143,27.89208,27.89139,27.812574,27.582712,27.724619,27.8027,27.887945,27.915293,27.87144,27.602724,27.818264,27.901928,28.020456,28.060543,28.060173,27.495878,27.887346,27.99057,28.073776,28.1417,28.138891,26.536312
image1770,127.46808624267578,132.7655029296875,11.175094604492188,9.922821044921875,0.038761019706726074,0.04365271329879761,0.04127938969420592,0.1,0.1,0.1,13.109814,0.17777073,2.5718042850494385,10.629021,12.750649,12.512681,12.37625,12.260723,12.12153,12.732349,12.727972,12.646659,12.538265,12.4527855,12.293483,12.770009,12.828728,12.743751,12.676923,12.637148,12.525142,12.8573,12.924498,12.854826,12.813366,12.808308,12.710851,12.867347,13.0141,12.993309,12.974708,12.974704,12.83964,12.745274,13.088871,13.095277,13.08443,13.084902,12.875258
image1771,116.60360717773438,132.84779357910156,31.028472900390625,28.28106689453125,0.1104729175567627,0.12120497226715088,0.11596316401294011,0.1,0.1,0.1,19.853592,0.2620458,1.0534387826919556,14.194431,18.279959,18.002405,13.528353,11.508336,10.857043,15.280849,18.445793,18.198006,17.88015,17.775846,11.783918,18.829693,18.703156,18.42458,18.06467,17.639927,17.167086,19.191029,19.050133,18.739483,18.375164,17.898676,17.039726,19.174397,19.215874,18.995459,18.665354,18.17012,14.79713,19.18584,18.519184,19.13746,18.895664,18.013273,15.917274
image1772,83.57014465332031,132.26480102539062,13.04278564453125,11.02886962890625,0.04308152198791504,0.050948381423950195,0.047179206789196446,0.1,0.1,0.1,18.84136,0.34340042,2.5885939598083496,17.941484,17.46145,17.434633,17.40793,17.073256,15.34705,18.355177,18.224247,18.054312,17.71432,17.406078,16.119345,18.52926,18.360104,18.09804,17.785963,17.457298,16.443773,18.612925,18.468214,18.196083,17.871197,17.564339,16.89206,18.695795,18.554441,18.278463,17.96809,17.678223,17.062016,18.757969,18.644207,18.334251,18.042585,17.707527,16.572561
image1773,128.38174438476562,132.8015594482422,12.792572021484375,11.778778076171875,0.04601085186004639,0.04997098445892334,0.048031748753720654,0.1,0.1,0.1,15.458711,0.22220646,2.282924175262451,12.174341,14.656443,14.893505,14.914031,14.876435,14.528915,15.177407,15.091315,15.088218,15.124407,15.065531,14.992959,15.222311,15.152459,15.151863,15.200566,15.170443,15.1043005,15.252114,15.259587,15.217874,15.274334,15.274302,15.230656,15.25081,15.348841,15.330306,15.3830185,15.393317,15.311484,14.668522,15.380429,15.411433,15.449407,15.455067,15.277171
image1775,123.92337036132812,133.2086181640625,18.14105224609375,18.67352294921875,0.07294344902038574,0.07086348533630371,0.07191098771744879,0.1,0.1,0.1,24.219673,0.3382459,1.4442541599273682,23.3939,23.775043,23.821495,23.802225,23.665886,23.362196,23.61787,23.804333,23.85587,23.829082,23.748405,23.663906,23.811241,23.911915,23.950605,23.929173,23.873793,23.804756,23.964233,24.031353,24.031048,23.997402,23.942911,23.898174,23.99237,24.119495,24.086655,24.017933,23.948593,23.921122,23.890158,24.171146,24.095364,24.00279,23.929337,23.916704
image1777,114.2491455078125,133.16213989257812,46.550628662109375,41.35906219482422,0.1615588366985321,0.18183839321136475,0.1719977601032552,0.1,0.1,0.1,30.975826,0.43556288,0.6729354858398438,20.091413,28.795122,29.300482,28.739262,17.09852,17.295372,23.669964,29.074799,30.514881,30.156176,29.361256,25.40879,28.335255,29.277481,30.380726,30.680737,29.849476,28.854929,28.522675,29.45471,30.528967,30.679544,29.870466,28.82877,28.323608,29.629326,30.769958,30.737259,29.990963,24.505013,28.854364,29.745987,30.743809,30.666718,30.01191,25.587149
image1778,130.42181396484375,132.7967529296875,20.85650634765625,17.984832763671875,0.07025325298309326,0.08147072792053223,0.07606904450105802,0.1,0.1,0.1,19.848686,0.27476686,1.4921437501907349,13.486001,18.447838,19.11208,19.128336,19.119022,19.103664,19.030338,19.167778,19.322573,19.327505,19.30588,19.172676,19.530643,19.432072,19.527569,19.527702,19.549162,19.41034,19.396652,19.558132,19.634539,19.66146,19.692833,19.579037,19.047173,19.62796,19.68811,19.726238,19.79271,19.726068,18.802698,19.69221,19.731678,19.783827,19.84563,19.555387
image1779,201.02462768554688,132.25637817382812,45.74615478515625,39.141693115234375,0.15289723873138428,0.1786959171295166,0.1662976193612539,0.1,0.1,0.1,39.63105,0.7871545,0.7614308595657349,25.114508,35.84973,36.61566,37.299778,37.406498,29.59644,25.75578,36.44776,37.43895,38.217804,37.882645,35.133446,36.398773,37.347366,38.30725,39.047234,38.219036,36.46892,36.934708,38.079,38.97817,39.480965,38.63988,36.99494,38.14402,38.33811,39.153435,39.530903,39.02636,37.895508,30.054401,38.35137,39.15571,39.57723,39.425705,35.172466
image178,122.88969421386719,132.78187561035156,13.767547607421875,11.975555419921875,0.046779513359069824,0.0537794828414917,0.05040116885951005,0.1,0.1,0.1,17.841288,0.23537703,2.209376096725464,17.296774,17.436455,17.461538,17.450912,17.176554,16.387747,17.486393,17.569635,17.61057,17.638056,17.575115,17.484941,17.59705,17.640198,17.670174,17.70947,17.658604,17.547258,17.673233,17.71461,17.716406,17.753912,17.707169,17.632841,17.73237,17.792908,17.780537,17.81296,17.77258,17.73747,17.733091,17.798779,17.80815,17.839508,17.805199,17.814894
image1780,176.28273010253906,132.76712036132812,11.440185546875,10.107429504394531,0.03948214650154114,0.04468822479248047,0.042165609965186215,0.1,0.1,0.1,18.259144,0.33673927,2.5408432483673096,15.964128,16.691946,17.052708,17.396801,17.676945,18.019855,16.06482,16.727991,17.095932,17.454231,17.813702,18.150852,16.000664,16.697756,17.075253,17.461449,17.804829,18.175583,15.9481535,16.68977,17.0934,17.485819,17.849316,18.210844,15.937749,16.639524,17.099653,17.513416,17.897253,18.225878,15.829002,16.620232,17.068571,17.509949,17.909407,18.178198
image1784,135.912841796875,132.66114807128906,20.09765625,17.62664794921875,0.06885409355163574,0.0785064697265625,0.0738381743671425,0.1,0.1,0.1,22.484985,0.33170548,1.6563441753387451,16.548738,16.46698,20.006512,20.737677,21.17963,20.27845,19.307377,21.406265,21.692326,21.799187,21.754457,21.934338,21.413769,21.87893,22.125532,22.22012,22.178951,22.084227,21.133331,21.95496,22.127996,22.265966,22.325191,22.265057,19.489109,22.018854,22.151625,22.302565,22.455353,22.452423,20.153738,21.937733,22.197687,22.35308,22.461384,21.173834
image1785,111.61412048339844,132.76922607421875,34.949005126953125,31.6392822265625,0.12359094619750977,0.13651955127716064,0.13021580138929578,0.1,0.1,0.1,21.00406,0.3023517,0.9707376956939697,14.981479,14.295582,17.871117,15.456869,11.233543,10.165171,16.043854,18.177996,18.0737,17.800133,17.767586,11.028562,18.550718,18.663555,18.4682,18.136227,17.784805,17.515448,19.31238,19.19006,18.898577,18.576473,18.157509,17.63542,19.130455,19.505873,19.291239,18.961874,18.335384,14.200564,20.15813,19.224922,19.490164,19.118408,16.437452,15.452759
image1787,98.39163208007812,132.2412567138672,36.506988525390625,40.889251708984375,0.15972363948822021,0.14260542392730713,0.15140665101779696,0.1,0.1,0.1,43.635017,0.80586165,0.7130172848701477,39.18021,38.445415,38.33868,38.09266,37.5701,27.650097,40.148026,40.050194,39.857735,39.62183,39.313408,39.960022,41.72625,41.787117,41.546543,41.280773,41.002148,40.46483,43.170322,43.44256,43.26832,43.01822,42.699146,42.02614,43.057816,42.933144,42.65226,42.35932,42.021717,42.45554,42.432217,42.382973,42.1193,41.849735,41.406467,31.00383
image1788,33.58522033691406,130.8450469970703,67.150634765625,70.61761474609375,0.2758500576019287,0.26230716705322266,0.2691638015841605,0.1,0.1,0.1,48.594646,0.99969906,0.3941536843776703,38.401546,37.99775,37.29479,35.62221,33.67995,31.098843,39.72052,39.25148,38.382397,36.948467,35.222797,32.662384,41.07471,40.54189,39.71236,38.46659,37.06201,35.032177,42.841587,42.313618,41.47074,40.326023,39.161575,37.385456,45.3738,44.818295,43.88802,42.757885,41.50544,39.472847,47.958878,46.78972,45.219063,43.3014,41.69469,20.748093
image179,92.51542663574219,132.7353515625,10.743988037109375,9.81134033203125,0.03832554817199707,0.041968703269958496,0.040188429285342143,0.1,0.1,0.1,16.073524,0.28717718,2.845667600631714,15.615273,15.319834,15.000785,14.729188,14.3940525,13.788118,15.722627,15.462379,15.176824,14.89523,14.586816,14.16764,15.79009,15.566711,15.264816,14.972954,14.639431,14.315782,15.876764,15.657457,15.354553,15.046697,14.701286,14.384564,15.971438,15.705551,15.424674,15.122477,14.755224,14.436865,16.024418,15.698617,15.382739,15.082484,14.650152,14.260816
image1791,136.55450439453125,132.74615478515625,18.84088134765625,16.12799072265625,0.06299996376037598,0.07359719276428223,0.06850380360458681,0.1,0.1,0.1,20.87647,0.31360775,1.7389793395996094,14.92266,17.849525,19.447617,19.744032,19.7217,17.925741,20.01615,19.904667,19.9975,20.074095,20.06707,19.997812,19.925825,20.187162,20.30451,20.390059,20.400661,20.34412,20.030859,20.237064,20.41466,20.539509,20.618244,20.587297,19.912573,20.292236,20.445236,20.635979,20.773203,20.771814,19.632065,20.33645,20.543318,20.739008,20.74963,19.35882
image1792,101.48932647705078,132.77828979492188,13.033615112304688,11.6220703125,0.045398712158203125,0.050912559032440186,0.04823448835042768,0.1,0.1,0.1,17.7059,0.29497996,2.6491825580596924,16.307255,15.812608,15.845384,15.942981,14.989822,13.448862,16.691107,16.84284,16.697666,16.383171,16.044292,14.590437,17.035252,17.109818,16.818003,16.492334,16.13996,15.583763,17.18741,17.23309,16.929783,16.58951,16.23616,15.855333,17.282528,17.250341,17.019514,16.67021,16.286808,15.83573,17.517366,17.270838,17.056702,16.600513,15.722004,14.561693
image1794,238.12197875976562,131.0020294189453,32.399169921875,52.786834716796875,0.2061985731124878,0.12655925750732422,0.17107760989450252,0.1,0.1,0.1,61.487625,0.99380004,0.5539511442184448,38.774456,58.90694,58.835472,58.936703,59.138508,59.22013,62.856583,58.455795,58.844635,59.18029,59.54918,59.705124,58.77281,58.80736,59.32531,59.60502,59.8646,59.955322,58.639633,59.269287,59.87998,60.113956,60.35899,60.451874,58.85896,59.489704,60.214554,60.60195,60.891617,61.040447,36.42849,56.6537,59.17359,59.807358,60.380672,60.824223
image1795,98.81874084472656,132.72906494140625,36.693634033203125,30.426422119140625,0.11885321140289307,0.1433345079421997,0.13166409348758168,0.1,0.1,0.1,26.828987,0.4200606,0.9866911768913269,21.046106,20.55466,25.062735,24.943262,18.091179,17.184446,22.015205,24.975113,25.309475,25.339928,24.636242,17.97516,23.910833,25.376991,25.58239,25.761408,25.27687,24.840942,25.380741,25.749584,25.896503,25.892166,25.509579,24.68657,25.022573,25.98489,26.140148,26.025894,25.422758,20.86495,26.060356,25.372084,26.240595,26.025517,24.774197,21.959879
image1796,192.08001708984375,132.39804077148438,68.3096923828125,57.112152099609375,0.22309434413909912,0.26683473587036133,0.24593887721734875,0.1,0.1,0.1,32.22081,0.69026184,0.5101356506347656,15.3475,27.91538,28.004019,28.966475,23.418335,25.461018,16.1502,27.28288,29.387484,29.388367,29.395512,26.770374,17.346714,28.406729,29.892996,29.9723,29.99717,29.877777,27.885176,29.611996,30.468948,30.623272,30.644392,30.046396,19.954376,30.434498,31.007668,31.052248,31.150654,30.135042,22.249645,24.759047,31.21486,31.436735,31.594055,31.08977
image1799,55.44395446777344,120.8473892211914,110.88790893554688,188.6965789794922,0.7370960116386414,0.43315589427948,0.6045388983029331,0.1,0.1,0.1,47.763435,0.86467755,0.1207987517118454,28.58495,25.688047,22.727306,20.58939,18.374043,16.2085,31.239805,28.655481,26.266777,24.001413,21.567135,19.3736,33.983864,31.483915,29.216125,27.28799,25.080421,22.715858,37.356594,34.885845,32.66806,30.896536,29.071384,26.76781,39.47235,37.57367,35.637848,34.06774,32.693657,30.837852,44.037876,41.834736,39.746326,38.198864,36.75731,35.088253
image18,221.197998046875,132.54754638671875,25.94293212890625,19.58568572998047,0.0765065848827362,0.10133957862854004,0.08978576648620137,0.1,0.1,0.1,29.217863,0.74941593,1.4283486604690552,25.222805,26.731117,27.030811,27.336391,26.543255,27.104734,26.745289,26.856491,27.248835,27.57493,27.904465,28.271132,26.687927,27.041174,27.470715,27.883343,28.20307,28.589453,26.699068,27.24572,27.69958,28.12267,28.445656,28.833313,27.006449,27.57203,27.946695,28.341082,28.645113,28.916311,24.495491,27.439745,28.268373,28.593252,28.87797,28.955435
image180,112.82437133789062,132.86293029785156,41.612945556640625,35.92596435546875,0.1403357982635498,0.16255056858062744,0.15184996480103807,0.1,0.1,0.1,27.311802,0.37865415,0.8095828294754028,18.379349,25.796951,26.220402,26.037971,15.962953,15.166159,19.412779,25.927341,26.56242,26.499508,25.942322,16.566338,25.697493,26.229792,26.640627,26.81865,26.239576,25.53629,26.146502,26.55426,26.884575,26.952698,26.436325,25.566631,25.776928,26.766413,27.157263,27.158978,26.572594,20.725319,26.03446,26.115105,27.26323,27.159306,26.599361,22.481823
image1800,141.5297088623047,132.41500854492188,31.155609130859375,29.146087646484375,0.11385190486907959,0.12170159816741943,0.11784213006989898,0.1,0.1,0.1,18.303307,0.30380964,1.0597078800201416,8.87245,10.126788,12.087572,13.0113,13.015328,13.777433,9.577354,12.209095,13.241062,13.7634945,14.075896,14.598051,10.766873,13.3066225,13.895472,14.415897,14.949358,15.618731,12.934896,13.811489,14.457243,15.033333,15.634779,16.266336,11.53349,14.158382,14.965366,15.638514,16.246925,16.860968,12.438486,13.446156,15.40114,16.19893,16.66755,17.63774
image1801,130.8760986328125,132.80892944335938,13.270721435546875,10.138580322265625,0.0396038293838501,0.05183875560760498,0.0461287322869928,0.1,0.1,0.1,13.168223,0.20068419,2.5569100379943848,11.382277,12.420957,12.610961,12.604028,12.599882,12.349758,12.443334,12.646356,12.694772,12.734936,12.77719,12.700923,12.558177,12.749464,12.75476,12.819473,12.850048,12.8638525,12.528975,12.816443,12.8316145,12.906697,12.966595,12.989334,12.457819,12.892754,12.955064,13.044156,13.112045,13.057375,12.340913,12.943014,13.048191,13.132448,13.158162,12.854961
