Image,x,y,w,h,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,midas_max,midas_max_relative,Target
image1963,176.84976196289062,132.312744140625,49.709716796875,43.17632293701172,0.16865751147270203,0.19417858123779297,0.18186626623385488,0.1,0.1,0.1,30.093277,0.58710945,0.6950735449790955
image1964,110.51194763183594,132.90692138671875,29.076507568359375,26.40826416015625,0.10315728187561035,0.11358010768890381,0.10849392993754792,0.1,0.1,0.1,29.77125,0.43868688,1.0929899215698242
image1965,143.9932098388672,132.78964233398438,16.18707275390625,14.224151611328125,0.05556309223175049,0.06323075294494629,0.059520523083802124,0.1,0.1,0.1,19.099192,0.31241348,2.1901819705963135
image1966,168.461181640625,132.7764129638672,26.537353515625,21.99395751953125,0.08591389656066895,0.10366153717041016,0.09520218461456031,0.1,0.1,0.1,23.326134,0.43668878,1.3726348876953125
image1967,124.90650939941406,132.59376525878906,16.08697509765625,12.551849365234375,0.04903066158294678,0.06283974647521973,0.05635973523860515,0.1,0.1,0.1,14.264137,0.19539359,1.9754785299301147
image1968,126.92851257324219,132.7340850830078,10.235992431640625,11.636077880859375,0.045453429222106934,0.03998434543609619,0.04280632025765676,0.1,0.1,0.1,19.324856,0.2983152,2.2450530529022217
image1969,122.34869384765625,132.74073791503906,11.284835815429688,10.297821044921875,0.040225863456726074,0.04408138990402222,0.04219768374395449,0.1,0.1,0.1,17.48094,0.22420812,2.7982661724090576
image197,162.4482421875,132.92686462402344,10.86309814453125,10.22381591796875,0.03993678092956543,0.042433977127075195,0.041204301267205354,0.1,0.1,0.1,15.627852,0.290543,2.4980850219726562
image1970,92.89347839355469,132.86587524414062,30.08056640625,26.09528350830078,0.10193470120429993,0.11750221252441406,0.10999421179712701,0.1,0.1,0.1,24.921877,0.42259032,1.1884914636611938
image1972,128.33944702148438,132.85838317871094,15.3524169921875,11.770233154296875,0.04597747325897217,0.05997037887573242,0.05343395170571981,0.1,0.1,0.1,10.421506,0.16437866,2.1443850994110107
image1973,127.47651672363281,132.66903686523438,10.790008544921875,7.99945068359375,0.031247854232788086,0.042148470878601074,0.037100687268282875,0.1,0.1,0.1,8.905319,0.13572069,2.792217254638672
image1976,154.20974731445312,132.79954528808594,35.3096923828125,30.28070068359375,0.11828398704528809,0.13792848587036133,0.12848223380261634,0.1,0.1,0.1,30.756634,0.49220362,0.9779677391052246
image1977,125.7485122680664,132.639892578125,11.144973754882812,8.24139404296875,0.03219294548034668,0.043535053730010986,0.0382863333447819,0.1,0.1,0.1,10.533338,0.13971628,2.8428359031677246
image1978,10.257638931274414,130.9851531982422,20.113357543945312,69.32247924804688,0.2707909345626831,0.07856780290603638,0.19937481021284145,0.1,0.1,0.1,48.309113,0.87049025,0.4104028344154358
image198,124.46412658691406,132.7422637939453,20.98828125,16.37371826171875,0.06395983695983887,0.0819854736328125,0.07352713319151565,0.1,0.1,0.1,16.769941,0.21998045,1.5318796634674072
image1980,126.97962951660156,132.86732482910156,19.975067138671875,21.831756591796875,0.08528029918670654,0.07802760601043701,0.08173443805732736,0.1,0.1,0.1,21.63947,0.2856732,1.1367381811141968
image1981,145.28541564941406,132.77198791503906,20.741912841796875,17.879425048828125,0.06984150409698486,0.08102309703826904,0.07563920262734766,0.1,0.1,0.1,24.881422,0.40855053,1.657480239868164
image1982,156.93704223632812,132.8452606201172,16.33441162109375,14.27020263671875,0.05574297904968262,0.06380629539489746,0.0599104458561037,0.1,0.1,0.1,17.98427,0.29553342,2.1603503227233887
image1987,107.28289794921875,132.76522827148438,21.009918212890625,18.00634002685547,0.07033726572990417,0.082069993019104,0.0764291001664776,0.1,0.1,0.1,25.463528,0.36406845,1.6759616136550903
image1988,80.4219741821289,132.48370361328125,77.63414001464844,69.3519287109375,0.2709059715270996,0.30325835943222046,0.28753754361349365,0.1,0.1,0.1,29.500462,0.56086445,0.42815202474594116
image1990,130.93223571777344,132.84451293945312,15.854583740234375,14.031097412109375,0.054808974266052246,0.06193196773529053,0.05847902310941011,0.1,0.1,0.1,17.499422,0.2641831,2.0179853439331055
image1991,125.16452026367188,133.2338104248047,31.81878662109375,29.447784423828125,0.11503040790557861,0.12429213523864746,0.11975084472584324,0.1,0.1,0.1,23.919628,0.3065002,0.8829165101051331
image1993,245.18148803710938,131.37313842773438,18.3516845703125,33.34581756591797,0.13025709986686707,0.0716862678527832,0.10513285182184481,0.1,0.1,0.1,30.683907,0.9737221,0.7772272229194641
image1994,64.45687866210938,132.28765869140625,48.504337310791016,43.68023681640625,0.17062592506408691,0.1894700676202774,0.18029436046089722,0.1,0.1,0.1,43.552143,0.7678686,0.678962230682373
image1995,184.46051025390625,132.25692749023438,12.89764404296875,10.884857177734375,0.0425189733505249,0.05038142204284668,0.046616256723604935,0.1,0.1,0.1,18.883057,0.38591242,2.3400821685791016
image1997,131.21731567382812,132.79470825195312,16.347564697265625,14.16632080078125,0.05533719062805176,0.06385767459869385,0.05974950741118293,0.1,0.1,0.1,15.298309,0.22881237,1.9750770330429077
image1998,104.38824462890625,132.5176544189453,58.858612060546875,52.146270751953125,0.2036963701248169,0.22991645336151123,0.21720242485796787,0.1,0.1,0.1,27.588472,0.4233513,0.5686209797859192
image1999,129.64511108398438,132.77438354492188,16.72541046142578,14.030975341796875,0.05480849742889404,0.06533363461494446,0.06030114096106372,0.1,0.1,0.1,12.655811,0.210757,1.9433763027191162
image2,136.99264526367188,132.88131713867188,17.578125,14.155158996582031,0.05529358983039856,0.06866455078125,0.06233859803654239,0.1,0.1,0.1,19.581942,0.30619755,2.0186004638671875
image200,128.01068115234375,132.73255920410156,13.943840026855469,10.110321044921875,0.039493441581726074,0.054468125104904175,0.04757367223797582,0.1,0.1,0.1,11.245977,0.16278543,2.273472309112549
image201,122.92285919189453,132.85325622558594,13.448837280273438,12.123016357421875,0.0473555326461792,0.052534520626068115,0.050012110181505635,0.1,0.1,0.1,11.980447,0.1738777,2.3378870487213135
image202,125.54883575439453,132.80975341796875,12.970657348632812,10.173652648925781,0.03974083065986633,0.050666630268096924,0.04553263139914168,0.1,0.1,0.1,10.277809,0.13892652,2.3638858795166016
image203,121.97642517089844,132.7152862548828,13.533843994140625,11.798370361328125,0.04608738422393799,0.052866578102111816,0.049592953455262045,0.1,0.1,0.1,18.475405,0.25161353,2.3082709312438965
image204,124.88958740234375,132.8921356201172,9.786285400390625,9.595245361328125,0.03748142719268799,0.03822767734527588,0.037856391135548624,0.1,0.1,0.1,15.959173,0.21478663,2.8481178283691406
image205,93.55809020996094,132.86268615722656,54.79351806640625,50.108856201171875,0.19573771953582764,0.21403717994689941,0.2050916493286693,0.1,0.1,0.1,38.219925,0.5944054,0.590157151222229
image207,133.77883911132812,132.95022583007812,22.79737091064453,18.26679229736328,0.07135465741157532,0.0890522301197052,0.08069010727349483,0.1,0.1,0.1,18.433937,0.29454914,1.458299160003662
image208,128.85980224609375,132.77947998046875,13.846138000488281,12.030426025390625,0.04699385166168213,0.05408647656440735,0.050664430526516174,0.1,0.1,0.1,15.354782,0.21384923,2.20674467086792
image209,184.19168090820312,132.3853759765625,18.35693359375,15.172065734863281,0.05926588177680969,0.07170677185058594,0.06578109862268479,0.1,0.1,0.1,21.940815,0.43579197,1.7610737085342407
image21,129.329833984375,132.79830932617188,10.990959167480469,9.994392395019531,0.039040595293045044,0.04293343424797058,0.0410332051950621,0.1,0.1,0.1,8.441644,0.13143845,2.7296433448791504
image210,84.39443969726562,132.40260314941406,20.846420288085938,18.10540771484375,0.0707242488861084,0.0814313292503357,0.07626591887593298,0.1,0.1,0.1,19.09828,0.5318017,1.323419451713562
image211,113.02748107910156,132.78125,16.108642578125,14.096527099609375,0.05506455898284912,0.06292438507080078,0.059125222589492564,0.1,0.1,0.1,17.764814,0.24498968,2.162313222885132
image212,141.32273864746094,132.71002197265625,12.821868896484375,11.996452331542969,0.04686114192008972,0.05008542537689209,0.04850008483105476,0.1,0.1,0.1,15.713746,0.22168495,2.6694257259368896
image213,140.52618408203125,132.71543884277344,48.9417724609375,54.3184814453125,0.21218156814575195,0.1911787986755371,0.20195339923335276,0.1,0.1,0.1,40.739635,0.74960464,0.5121394991874695
image214,117.37996673583984,132.74713134765625,22.867599487304688,20.321533203125,0.07938098907470703,0.08932656049728394,0.08450022436879585,0.1,0.1,0.1,18.115726,0.25990355,1.4631056785583496
image215,173.22708129882812,132.72662353515625,18.2659912109375,16.21630096435547,0.06334492564201355,0.07135152816772461,0.06746710374864859,0.1,0.1,0.1,22.11143,0.37843603,1.911528468132019
image217,121.78424072265625,133.3121795654297,23.609375,21.039794921875,0.08218669891357422,0.09222412109375,0.08734970517931118,0.1,0.1,0.1,22.98592,0.314487,1.287231683731079
image218,126.54458618164062,132.80674743652344,13.018798828125,11.84844970703125,0.04628300666809082,0.05085468292236328,0.048622605243716865,0.1,0.1,0.1,13.528064,0.17363791,2.0771548748016357
image22,106.87193298339844,132.69085693359375,13.690643310546875,12.1353759765625,0.047403812408447266,0.05347907543182373,0.050532825667569545,0.1,0.1,0.1,16.748823,0.24582243,2.4920246601104736
image220,129.03778076171875,132.7662811279297,17.91533660888672,16.1121826171875,0.06293821334838867,0.06998178362846375,0.06655324462153744,0.1,0.1,0.1,17.634962,0.25469542,1.6297338008880615
image221,206.89096069335938,132.8094940185547,18.265869140625,14.382965087890625,0.056183457374572754,0.0713510513305664,0.06421663884281688,0.1,0.1,0.1,25.240421,0.67865425,1.7105276584625244
image222,80.40150451660156,132.35202026367188,88.41961669921875,79.88018798828125,0.31203198432922363,0.34538912773132324,0.3291334142862413,0.1,0.1,0.1,37.5642,0.6011711,0.37107256054878235
image223,143.5549774169922,132.90354919433594,24.97735595703125,22.20281982421875,0.08672976493835449,0.09756779670715332,0.09230798199654952,0.1,0.1,0.1,26.74308,0.4253143,1.3217244148254395
image224,124.25804901123047,132.77944946289062,10.726669311523438,9.78057861328125,0.03820538520812988,0.04190105199813843,0.04009582033985768,0.1,0.1,0.1,15.351847,0.19780162,2.674881935119629
image225,121.58796691894531,132.80545043945312,23.192596435546875,21.988555908203125,0.08589279651641846,0.09059607982635498,0.08827576726745044,0.1,0.1,0.1,25.535675,0.35437068,1.2482188940048218
image227,104.06727600097656,132.66403198242188,55.729156494140625,54.60761260986328,0.21331098675727844,0.21769201755523682,0.21551263487163966,0.1,0.1,0.1,40.771206,0.65020585,0.5204493999481201
image228,116.40290832519531,132.52975463867188,18.977249145507812,18.68085479736328,0.07297208905220032,0.07412987947463989,0.0735532623734899,0.1,0.1,0.1,27.349447,0.4090909,1.5284755229949951
image23,86.3104019165039,132.84930419921875,14.610336303710938,11.9686279296875,0.0467524528503418,0.05707162618637085,0.052167817488755854,0.1,0.1,0.1,18.241652,0.3265383,2.375749111175537
image230,126.42160034179688,133.67999267578125,36.590118408203125,42.30693817138672,0.16526147723197937,0.14293015003204346,0.15449981172331326,0.1,0.1,0.1,28.830517,0.42621472,0.5843352675437927
image233,126.51083374023438,132.7026824951172,19.37841796875,16.235443115234375,0.06341969966888428,0.07569694519042969,0.0698286682432595,0.1,0.1,0.1,13.860077,0.16855508,1.505384087562561
image234,126.98613739013672,132.78485107421875,10.185745239257812,11.7249755859375,0.04580068588256836,0.03978806734085083,0.04289984341482948,0.1,0.1,0.1,16.974516,0.27040634,2.2453439235687256
image236,125.50711822509766,132.703125,18.996139526367188,16.26611328125,0.06353950500488281,0.07420367002487183,0.0690776857654684,0.1,0.1,0.1,15.154048,0.18599705,1.5916597843170166
image237,126.4795150756836,132.73963928222656,11.263137817382812,8.161529541015625,0.031880974769592285,0.04399663209915161,0.03841939736856551,0.1,0.1,0.1,9.055479,0.15005077,2.888420581817627
image239,135.9285888671875,132.76339721679688,27.852294921875,34.389801025390625,0.13433516025543213,0.10879802703857422,0.12223531807202646,0.1,0.1,0.1,37.51236,0.6775232,0.8415720462799072
image24,128.99124145507812,133.34912109375,27.58594512939453,27.2364501953125,0.10639238357543945,0.10775759816169739,0.10707716667068026,0.1,0.1,0.1,23.74542,0.34108037,0.9418433308601379
image240,121.15345001220703,132.84384155273438,11.608627319335938,10.018547058105469,0.03913494944572449,0.045346200466156006,0.04235458750145147,0.1,0.1,0.1,14.254734,0.19653024,2.8815996646881104
image241,127.44127655029297,132.63497924804688,10.790359497070312,8.280303955078125,0.032344937324523926,0.04214984178543091,0.03756863141680994,0.1,0.1,0.1,11.899857,0.16130704,2.773299217224121
image244,128.62265014648438,132.77545166015625,12.963874816894531,14.03338623046875,0.054817914962768555,0.05064013600349426,0.05277038551743639,0.1,0.1,0.1,19.69663,0.29992414,2.069746971130371
image246,130.51800537109375,132.65597534179688,19.00390625,16.134735107421875,0.0630263090133667,0.0742340087890625,0.06885856405975584,0.1,0.1,0.1,16.148685,0.24056245,1.7248541116714478
image249,133.660888671875,132.785400390625,14.704597473144531,12.133880615234375,0.04739797115325928,0.057439833879470825,0.0526588178064529,0.1,0.1,0.1,17.191042,0.273296,2.30183744430542
image25,128.05613708496094,132.6717529296875,19.868255615234375,16.351318359375,0.0638723373413086,0.07761037349700928,0.07107406542398993,0.1,0.1,0.1,16.635534,0.23441054,1.501365303993225
image251,202.68751525878906,132.344482421875,56.497833251953125,49.60132598876953,0.19375517964363098,0.2206946611404419,0.20766222946726515,0.1,0.1,0.1,41.384266,0.84409404,0.6032124757766724
image252,83.38461303710938,131.73196411132812,37.41188049316406,41.670318603515625,0.1627746820449829,0.14614015817642212,0.1546811930175659,0.1,0.1,0.1,46.62424,1.0,0.6650347113609314
image254,126.41789245605469,132.86773681640625,12.791168212890625,10.057525634765625,0.03928720951080322,0.049965500831604004,0.04494461093667831,0.1,0.1,0.1,11.61909,0.14346379,2.471245765686035
image256,126.09587097167969,132.71389770507812,13.590179443359375,11.856597900390625,0.04631483554840088,0.05308663845062256,0.04981593707771909,0.1,0.1,0.1,17.311768,0.22421682,2.0274558067321777
image257,128.52545166015625,132.71649169921875,12.507804870605469,9.85595703125,0.03849983215332031,0.04885861277580261,0.043985231147566216,0.1,0.1,0.1,10.81778,0.15868634,2.5830025672912598
image258,126.8477783203125,132.8826904296875,10.617889404296875,9.712066650390625,0.03793776035308838,0.04147613048553467,0.03974633983564689,0.1,0.1,0.1,9.868091,0.17229816,2.4320383071899414
image260,121.97845458984375,133.2173614501953,35.976409912109375,31.406524658203125,0.12268173694610596,0.14053285121917725,0.13190961081722768,0.1,0.1,0.1,26.011763,0.3277248,0.8522123098373413
image261,124.83878326416016,132.91981506347656,14.013076782226562,10.22259521484375,0.0399320125579834,0.05473858118057251,0.04791073938373875,0.1,0.1,0.1,13.003709,0.1710964,2.3704259395599365
image262,127.47972106933594,132.8531494140625,22.798095703125,20.06700897216797,0.07838675379753113,0.08905506134033203,0.08389066432340686,0.1,0.1,0.1,16.648779,0.23157142,1.2171746492385864
image263,113.01750183105469,132.75149536132812,33.977142333984375,32.34740447998047,0.1263570487499237,0.13272321224212646,0.12957923220304082,0.1,0.1,0.1,32.294163,0.487063,0.8811543583869934
image264,124.8064193725586,132.9272003173828,13.696945190429688,10.17486572265625,0.03974556922912598,0.05350369215011597,0.04712937166482079,0.1,0.1,0.1,13.40185,0.17596743,2.3664650917053223
image265,128.27377319335938,132.7791748046875,12.659332275390625,9.973480224609375,0.03895890712738037,0.04945051670074463,0.04451488541224425,0.1,0.1,0.1,9.955942,0.1485396,2.5635924339294434
image267,125.35621643066406,132.76034545898438,23.260467529296875,30.365081787109375,0.118613600730896,0.09086120128631592,0.1056526009560125,0.1,0.1,0.1,33.55523,0.5688433,0.9465835094451904
image269,124.80378723144531,132.72146606445312,13.8070068359375,10.3160400390625,0.04029703140258789,0.05393362045288086,0.047606124369751854,0.1,0.1,0.1,11.262582,0.15635036,2.3760077953338623
image270,65.86369323730469,132.72552490234375,41.810306549072266,36.1287841796875,0.1411280632019043,0.16332150995731354,0.15262870935354456,0.1,0.1,0.1,35.94606,0.63919747,0.8512784242630005
image274,124.50032806396484,132.90652465820312,20.845504760742188,18.21783447265625,0.07116341590881348,0.08142775297164917,0.07646800218987902,0.1,0.1,0.1,18.725832,0.23499762,1.4850852489471436
image278,127.47236633300781,132.718505859375,8.853668212890625,7.938232421875,0.03100872039794922,0.034584641456604004,0.03284538145158345,0.1,0.1,0.1,10.128409,0.17040275,2.8254506587982178
image279,110.78726196289062,133.18234252929688,40.4818115234375,39.230682373046875,0.15324485301971436,0.15813207626342773,0.15570764033986317,0.1,0.1,0.1,34.95244,0.52474374,0.7328276038169861
image280,19.0526180267334,131.60401916503906,37.7599983215332,71.57626342773438,0.2795947790145874,0.14749999344348907,0.2235279496148583,0.1,0.1,0.1,57.015064,0.99953103,0.40386632084846497
image282,168.68145751953125,132.762939453125,28.72119140625,24.479339599609375,0.09562242031097412,0.11219215393066406,0.10423705355997553,0.1,0.1,0.1,26.769743,0.4908494,1.2646931409835815
image283,128.62411499023438,132.6816864013672,13.635383605957031,11.6129150390625,0.04536294937133789,0.05326321721076965,0.049471039423627405,0.1,0.1,0.1,9.620877,0.15637411,2.259664297103882
image284,115.28668212890625,132.84002685546875,16.97314453125,14.22821044921875,0.05557894706726074,0.06630134582519531,0.06117551722436646,0.1,0.1,0.1,20.319546,0.27865738,1.9952858686447144
image285,134.3037567138672,132.72421264648438,14.85064697265625,12.041748046875,0.04703807830810547,0.05801033973693848,0.0528099437952479,0.1,0.1,0.1,17.188263,0.26403958,2.3454067707061768
image286,127.54527282714844,132.687744140625,8.9669189453125,8.12420654296875,0.03173518180847168,0.03502702713012695,0.03342165760395047,0.1,0.1,0.1,13.037713,0.18353206,2.83620548248291
image288,121.04560852050781,132.85736083984375,15.5809326171875,14.245674133300781,0.05564716458320618,0.06086301803588867,0.05831343709037971,0.1,0.1,0.1,22.7161,0.32511348,1.8857733011245728
image290,71.81206512451172,132.75875854492188,70.40892028808594,61.36302947998047,0.2396993339061737,0.2750348448753357,0.2579728053212812,0.1,0.1,0.1,33.935745,0.61575884,0.4879451394081116
image291,133.6636962890625,133.6226043701172,81.50552368164062,90.44784545898438,0.3533118963241577,0.3183809518814087,0.33630025766053484,0.1,0.1,0.1,40.263107,0.79603714,0.28580471873283386
image292,129.58079528808594,132.7318115234375,16.977203369140625,13.63397216796875,0.05325770378112793,0.06631720066070557,0.060142971806814854,0.1,0.1,0.1,13.328789,0.21374753,1.9804935455322266
image295,129.5229034423828,132.7716827392578,10.867462158203125,9.86932373046875,0.038552045822143555,0.04245102405548096,0.040548425866065864,0.1,0.1,0.1,15.137945,0.2224145,2.588627338409424
image296,127.94158935546875,132.81161499023438,20.2120361328125,26.20655059814453,0.10236933827400208,0.07895326614379883,0.09141416644434984,0.1,0.1,0.1,33.602806,0.5933256,1.0964857339859009
image297,149.35922241210938,132.3472442626953,24.69952392578125,22.805084228515625,0.08908236026763916,0.09648251533508301,0.09285618632120851,0.1,0.1,0.1,13.585128,0.23682992,1.187217354774475
image299,162.35467529296875,131.77236938476562,59.0115966796875,64.88763427734375,0.253467321395874,0.2305140495300293,0.24226267773465654,0.1,0.1,0.1,39.37472,0.9211472,0.4256504774093628
image3,119.97872161865234,132.95664978027344,24.075881958007812,21.7974853515625,0.08514642715454102,0.09404641389846802,0.08970686156684314,0.1,0.1,0.1,24.007027,0.33761436,1.3092821836471558
image30,119.62699890136719,132.71652221679688,19.087066650390625,17.84516143798828,0.06970766186714172,0.07455885410308838,0.07217402873662167,0.1,0.1,0.1,15.582899,0.17797337,1.7071447372436523
image301,123.67355346679688,132.7847900390625,11.755279541015625,10.038543701171875,0.03921306133270264,0.045919060707092285,0.042697917486125274,0.1,0.1,0.1,16.935404,0.22330743,2.6960928440093994
image302,145.42434692382812,132.58245849609375,18.41864013671875,15.751640319824219,0.061529844999313354,0.07194781303405762,0.06694180168632764,0.1,0.1,0.1,21.928762,0.3633358,1.977931022644043
image303,98.42207336425781,132.64903259277344,26.60882568359375,24.27313232421875,0.09481692314147949,0.10394072532653809,0.09948347424427853,0.1,0.1,0.1,18.969612,0.47346348,1.0621464252471924
image304,150.60784912109375,132.84507751464844,16.75506591796875,14.270721435546875,0.05574500560760498,0.06544947624206543,0.060791198337228874,0.1,0.1,0.1,19.657166,0.33142826,2.1197354793548584
image306,146.44168090820312,132.6847686767578,14.5557861328125,12.34844970703125,0.04823613166809082,0.05685853958129883,0.052723893642349286,0.1,0.1,0.1,19.351238,0.30816764,2.5157217979431152
image307,49.079227447509766,132.33807373046875,19.740638732910156,15.4085693359375,0.06018972396850586,0.0771118700504303,0.06917023700291686,0.1,0.1,0.1,24.142937,0.6605732,1.6249781847000122
image309,125.97193145751953,132.83261108398438,11.968124389648438,9.906303405761719,0.038696497678756714,0.04675048589706421,0.04291285858698778,0.1,0.1,0.1,14.11881,0.1661219,2.359255075454712
image31,126.11337280273438,132.8705291748047,24.037384033203125,19.9281005859375,0.07784414291381836,0.09389603137969971,0.08624434849555224,0.1,0.1,0.1,16.312328,0.2050859,1.2509440183639526
image310,139.39273071289062,132.9319610595703,27.07392120361328,25.91729736328125,0.10123944282531738,0.10575750470161438,0.10352312443191786,0.1,0.1,0.1,27.647076,0.4481693,1.1445729732513428
image311,134.517822265625,132.83111572265625,28.776153564453125,34.54449462890625,0.13493943214416504,0.11240684986114502,0.12418524518455426,0.1,0.1,0.1,34.081985,0.59375346,0.8468577265739441
image312,127.04021453857422,132.85848999023438,10.089706420898438,9.763458251953125,0.038138508796691895,0.03941291570663452,0.038780947498311735,0.1,0.1,0.1,14.50004,0.2028124,2.499147415161133
image313,129.5344696044922,132.70956420898438,10.8365478515625,11.940132141113281,0.046641141176223755,0.042330265045166016,0.04453789054846692,0.1,0.1,0.1,19.011,0.28934264,2.3510866165161133
image314,121.31834411621094,133.24307250976562,31.03021240234375,31.161346435546875,0.12172400951385498,0.12121176719665527,0.12146815837713439,0.1,0.1,0.1,29.265575,0.40308586,0.8870828151702881
image315,126.8565673828125,132.77200317382812,8.193389892578125,9.758781433105469,0.03812023997306824,0.0320054292678833,0.03519588184877451,0.1,0.1,0.1,16.325142,0.24108778,2.7941086292266846
image316,127.50008392333984,132.85687255859375,19.052963256835938,16.05956268310547,0.06273266673088074,0.07442563772201538,0.06882791230851197,0.1,0.1,0.1,14.562889,0.20608377,1.4880131483078003
image317,126.14936065673828,132.79144287109375,12.489425659179688,9.868133544921875,0.038547396659851074,0.048786818981170654,0.043966211433061925,0.1,0.1,0.1,10.177183,0.13874072,2.486851453781128
image319,125.10323333740234,132.78250122070312,17.098464965820312,14.0458984375,0.054866790771484375,0.0667908787727356,0.06112031665819519,0.1,0.1,0.1,12.602349,0.18035461,1.8256944417953491
image320,134.42388916015625,132.8171844482422,19.330657958984375,19.88671875,0.0776824951171875,0.07551038265228271,0.07660413806030983,0.1,0.1,0.1,28.432302,0.471976,1.4536590576171875
image321,166.85084533691406,132.2283477783203,21.8167724609375,18.959320068359375,0.07405984401702881,0.08522176742553711,0.07983611381749169,0.1,0.1,0.1,23.38986,0.43116203,1.6311454772949219
image324,130.4032745361328,132.710693359375,11.31365966796875,9.632438659667969,0.037626713514328,0.04419398307800293,0.04104191583118485,0.1,0.1,0.1,9.781316,0.15753028,2.929675817489624
image325,74.44186401367188,132.80868530273438,11.196044921875,10.087715148925781,0.03940513730049133,0.04373455047607422,0.0416261681578719,0.1,0.1,0.1,18.423786,0.44165114,2.419877290725708
image327,75.87557983398438,132.4426727294922,18.032684326171875,15.162384033203125,0.05922806262969971,0.07044017314910889,0.06507603781786377,0.1,0.1,0.1,22.1127,0.41804248,1.9213424921035767
image328,139.8686981201172,132.16429138183594,11.650665283203125,11.4046630859375,0.04454946517944336,0.04551041126251221,0.04503250149090895,0.1,0.1,0.1,14.368289,0.19480135,2.753650426864624
image33,166.5009307861328,132.54837036132812,30.959136962890625,27.80829620361328,0.10862615704536438,0.1209341287612915,0.11494499879006655,0.1,0.1,0.1,29.997921,0.50510603,1.113579273223877
image330,150.58938598632812,132.80613708496094,15.03082275390625,13.92010498046875,0.054375410079956055,0.05871415138244629,0.05658637995986404,0.1,0.1,0.1,17.676466,0.2996932,2.3015522956848145
image334,104.57356262207031,132.69021606445312,33.2108154296875,34.264678955078125,0.13384640216827393,0.1297297477722168,0.13180414794389878,0.1,0.1,0.1,41.237682,0.66619927,0.8607450127601624
image335,98.46231079101562,132.9618682861328,127.18545532226562,122.79998779296875,0.4796874523162842,0.4968181848526001,0.4883279434508738,0.1,0.1,0.1,39.922325,0.7330058,0.1996707022190094
image336,88.39834594726562,132.86569213867188,12.609619140625,10.015998840332031,0.039124995470047,0.049256324768066406,0.04448005620605953,0.1,0.1,0.1,17.224463,0.31040573,2.6846625804901123
image337,115.04080200195312,132.6148223876953,20.037994384765625,17.60595703125,0.06877326965332031,0.07827341556549072,0.07367662520466145,0.1,0.1,0.1,18.914387,0.28080815,1.7415430545806885
image338,127.46246337890625,132.61683654785156,10.80401611328125,8.071533203125,0.03152942657470703,0.04220318794250488,0.03725059605321927,0.1,0.1,0.1,9.794141,0.14832135,2.693638801574707
image339,161.7717742919922,131.12818908691406,48.145721435546875,55.008544921875,0.21487712860107422,0.18806922435760498,0.20191856470655903,0.1,0.1,0.1,40.385517,0.998254,0.48876094818115234
image342,123.92337799072266,132.99148559570312,13.925277709960938,11.9237060546875,0.04657697677612305,0.05439561605453491,0.05063742593949599,0.1,0.1,0.1,12.283838,0.1677865,2.2959864139556885
image343,126.021240234375,133.21249389648438,29.98114013671875,25.747467041015625,0.10057604312896729,0.11711382865905762,0.10915857573883736,0.1,0.1,0.1,20.15689,0.25902793,0.9731240272521973
image345,155.50599670410156,132.8279571533203,20.798065185546875,17.953765869140625,0.07013189792633057,0.08124244213104248,0.07589076857617479,0.1,0.1,0.1,24.976149,0.40207124,1.7456855773925781
image346,130.05528259277344,132.990966796875,31.532196044921875,26.11114501953125,0.10199666023254395,0.12317264080047607,0.113081426725073,0.1,0.1,0.1,18.127773,0.25649586,0.999848484992981
image347,125.89755249023438,132.62689208984375,9.97821044921875,11.800872802734375,0.04609715938568115,0.03897738456726074,0.04268597317113098,0.1,0.1,0.1,20.662214,0.3012179,2.306542158126831
image348,108.27732849121094,132.65811157226562,15.04998779296875,13.7977294921875,0.05389738082885742,0.05878901481628418,0.05639625840106845,0.1,0.1,0.1,15.128274,0.3034295,2.0374298095703125
image349,127.40087890625,133.23751831054688,31.420013427734375,37.51160430908203,0.14652970433235168,0.1227344274520874,0.1351567496163586,0.1,0.1,0.1,32.228943,0.48702338,0.7102079391479492
image35,133.8163604736328,132.9549102783203,15.8931884765625,13.99432373046875,0.054665327072143555,0.062082767486572266,0.05849174301855016,0.1,0.1,0.1,21.817083,0.35844037,1.997318148612976
image353,166.28855895996094,131.16856384277344,39.368377685546875,43.113189697265625,0.16841089725494385,0.15378272533416748,0.16126276217003607,0.1,0.1,0.1,27.095448,0.9979445,0.5826220512390137
image357,128.47303771972656,132.7834930419922,10.840118408203125,9.71728515625,0.03795814514160156,0.04234421253204346,0.04021102533851727,0.1,0.1,0.1,15.473582,0.21948744,2.461756467819214
image358,122.94864654541016,131.72708129882812,37.67247009277344,44.710601806640625,0.17465078830718994,0.14715808629989624,0.16149055733969492,0.1,0.1,0.1,37.336945,0.9825184,0.593302309513092
image359,126.4056167602539,132.81454467773438,14.751998901367188,12.0296630859375,0.04699087142944336,0.057624995708465576,0.052577476775227394,0.1,0.1,0.1,13.225618,0.18012112,2.021606683731079
image36,122.50514221191406,132.77706909179688,12.588165283203125,10.18389892578125,0.03978085517883301,0.04917252063751221,0.044723893080801054,0.1,0.1,0.1,14.784483,0.20706297,2.5887157917022705
image361,209.47726440429688,132.46923828125,29.216064453125,23.18072509765625,0.09054970741271973,0.11412525177001953,0.10301413156479915,0.1,0.1,0.1,28.92634,0.63632786,1.2861460447311401
